 500.00000,   0.27405,   0.00000,   4.42069, 500.00000,   0.00000,   0.27405
 500.00000,   0.37927,   0.00000,   3.88890, 500.00000,   0.00000,   0.37927
 500.00000,   0.50346,   0.00000,   4.11458, 500.00000,   0.00000,   0.50346
 500.00000,   0.56891,   0.00000,   3.98825, 500.00000,   0.00000,   0.56891
 500.00000,   0.67258,   0.00000,   4.29068, 500.00000,   0.00000,   0.67258
 500.00000,   0.77088,   0.00000,   4.09082, 500.00000,   0.00000,   0.77088
 500.00000,   0.86240,   0.00000,   3.91260, 500.00000,   0.00000,   0.86240
 500.00000,   0.92833,   0.00000,   4.05301, 500.00000,   0.00000,   0.92833
 500.00000,   1.06376,   0.00000,   4.20557, 500.00000,   0.00000,   1.06376
 500.00000,   1.24325,   0.00000,   4.30238, 500.00000,   0.00000,   1.24325
 500.00000,   1.41411,   0.00000,   4.69448, 500.00000,   0.00000,   1.41411
 500.00000,   1.50792,   0.00000,   4.91393, 500.00000,   0.00000,   1.50792
 500.00000,   1.56112,   0.00000,   4.60572, 500.00000,   0.00000,   1.56112
 500.00000,   1.68179,   0.00000,   4.96351, 500.00000,   0.00000,   1.68179
 500.00000,   1.74647,   0.00000,   4.43573, 500.00000,   0.00000,   1.74647
 500.00000,   1.78044,   0.00000,   4.41536, 500.00000,   0.00000,   1.78044
 500.00000,   1.85188,   0.00000,   4.11458, 500.00000,   0.00000,   1.85188
 500.00000,   1.91896,   0.00000,   3.95324, 500.00000,   0.00000,   1.91896
 500.00000,   1.95340,   0.00000,   3.09160, 500.00000,   0.00000,   1.95340
 500.00000,   1.97384,   0.00000,   3.71305, 500.00000,   0.00000,   1.97384
 500.00000,   2.02705,   0.00000,   2.97254, 500.00000,   0.00000,   2.02705
 500.00000,   2.08469,   0.00000,   4.31532, 500.00000,   0.00000,   2.08469
 500.00000,   2.11134,   0.00000,   5.37356, 500.00000,   0.00000,   2.11134
 500.00000,   2.12634,   0.00000,   3.51490, 500.00000,   0.00000,   2.12634
 500.00000,   2.13072,   0.00000,   4.03694, 500.00000,   0.00000,   2.13072
 500.00000,   2.15808,   0.00000,   2.81307, 500.00000,   0.00000,   2.15808
 500.00000,   2.12017,   0.00000,   3.53193, 500.00000,   0.00000,   2.12017
 500.00000,   2.22750,   0.00000,   5.67813, 500.00000,   0.00000,   2.22750
 500.00000,   2.16317,   0.00000,   1.05364, 500.00000,   0.00000,   2.16317
 500.00000,   2.29914,   0.00000,   8.05959, 500.00000,   0.00000,   2.29914
 500.00000,   2.28280,   0.00000,   3.39321, 500.00000,   0.00000,   2.28280
 500.00000,   2.29822,   0.00000,   4.33452, 500.00000,   0.00000,   2.29822
 500.00000,   2.35551,   0.00000,   5.26781, 500.00000,   0.00000,   2.35551
 500.00000,   2.32239,   0.00000,   0.05634, 500.00000,   0.00000,   2.32239
 500.00000,   2.18060,   0.00000,  -6.16969, 500.00000,   0.00000,   2.18060
 500.00000,   2.40323,   0.00000,  13.75063, 500.00000,   0.00000,   2.40323
 500.00000,   2.28341,   0.00000,  -8.29446, 500.00000,   0.00000,   2.28341
 500.00000,   2.52799,   0.00000,   7.80905, 500.00000,   0.00000,   2.52799
