   5.42231,   1.95081
   5.35645,   2.21720
   5.30937,   2.15055
   5.25541,   2.52716
   5.21892,   2.63639
   5.22792,   2.99903
   5.13246,   2.73561
   5.09011,   2.31756
   5.08072,   2.70987
   5.02181,   2.48538
   4.95943,   3.09778
   4.93243,   2.64151
   4.90108,   2.60079
   4.81103,   2.56177
   4.68763,   2.35893
   4.63409,   2.59136
   4.58276,   2.49063
   4.49752,   1.75181
   4.44681,   1.77608
   4.42474,   2.41775
   4.37657,   1.57553
   4.31887,   2.03930
   4.28132,   2.27163
   4.26838,   2.80420
   4.24764,   3.02064
   4.17303,   2.33002
   4.10690,   2.37842
   4.04974,   1.56351
   3.96633,   1.15763
   3.91771,   1.70432
   3.82816,   1.02641
   3.75013,  -0.34619
   3.72844,   2.98174
   3.75420,   3.02955
   3.88181,   5.18537
   3.93610,   5.32435
   3.78782,  -2.78674
   3.65032,   3.85090
   4.26917,  43.41511
   4.26921,   2.86352
   4.28176,  -3.53632
   4.23583,  -1.11029
   4.14171,  -0.69941
   4.11884,  -4.34906
   3.97662,  -2.88675
   3.81002,  -0.24526
   3.90863,   3.28676
   3.74301,  -0.98143
   2.71317, -43.68659
  -0.19794,-145.22137
  -2.98053,-135.42267
  -3.97319, -55.94668
  -3.99747,  -1.64199
  -3.82085,   1.73128
  -3.59196,   7.09558
  -3.29820,  12.59759
  -3.24781,   4.18686
  -3.82319, -35.97756
  -4.25541, -23.97592
  -4.23775,  -7.66264
  -3.77108,  12.74632
  -3.28628,  22.18326
  -4.03984, -44.25342
  -4.62659, -34.71934
  -4.85975, -15.16916
  -4.22794,  23.51061
  -3.55982,  24.59592
  -4.28260, -37.80130
  -4.79852, -29.46949
  -4.55709,   3.17360
  -4.14166,  20.76003
  -4.38119, -15.38629
  -5.03044, -39.08912
  -4.92236,   5.56928
  -4.50255,  19.07330
  -4.48295,  -5.11018
  -5.35483, -47.87021
  -5.53127, -10.80756
  -4.68529,  41.02504
  -4.66532,  -6.88131
  -4.43483,  -2.60338
  -3.19448,  61.39718
  -3.15378,  12.24186
  -3.61096, -35.53146
  -3.24232,  10.33533
  -3.35338,   2.59520
  -4.09923, -41.48712
  -5.04995, -64.68578
  -4.55426,  15.47118
  -4.94348, -13.89157
  -5.94459, -57.30549
