cam_x,cam_y,cam_z,cam_x_vel,cam_y_vel,cam_z_vel,pitch_cmd,roll_cmd,pitch_desired,roll_desired,pitch_actual,roll_actual,auto_thrust,autonomy_paused
-0.03734,0.14046,0.63805,-0.07427,0.28767,1.28918,6.00000,-2.90031,-3.00000,-1.45015,-0.22055,0.06524,0.00000,0
-0.03734,0.14046,0.63805,-0.07427,0.28767,1.28918,6.00000,-2.90031,-3.00000,-1.45015,-0.20398,0.08758,0.00000,0
-0.03864,0.14529,0.66017,-0.03512,0.13089,0.59862,6.00000,-1.74911,-3.00000,-0.87456,-0.21270,0.13025,0.00000,0
-0.03864,0.14529,0.66017,-0.03512,0.13089,0.59862,6.00000,-1.74911,-3.00000,-0.87456,-0.17143,0.15239,0.00000,0
-0.03864,0.14529,0.66017,-0.03512,0.13089,0.59862,6.00000,-1.74911,-3.00000,-0.87456,-0.14218,0.13705,0.00000,0
-0.03864,0.14529,0.66017,-0.03512,0.13089,0.59862,6.00000,-1.74911,-3.00000,-0.87456,-0.10462,0.15717,0.00000,0
-0.03925,0.14790,0.67198,-0.02068,0.08759,0.39741,5.28987,-1.32699,-2.64493,-0.66350,-0.09433,0.13085,0.00000,0
-0.03925,0.14790,0.67198,-0.02068,0.08759,0.39741,5.28987,-1.32699,-2.64493,-0.66350,-0.10513,0.08467,0.00000,0
-0.03925,0.14790,0.67198,-0.02068,0.08759,0.39741,5.28987,-1.32699,-2.64493,-0.66350,-0.11676,0.11599,0.00000,0
-0.03925,0.14790,0.67198,-0.02068,0.08759,0.39741,5.28987,-1.32699,-2.64493,-0.66350,-0.08796,0.05332,0.00000,0
-0.03925,0.14790,0.67198,-0.02068,0.08759,0.39741,5.28987,-1.32699,-2.64493,-0.66350,-0.09430,0.14660,0.00000,0
-0.03962,0.14957,0.67918,-0.01003,0.04536,0.19471,4.05314,-1.01420,-2.02657,-0.50710,-0.07847,0.14786,0.00000,0
-0.03962,0.14957,0.67918,-0.01003,0.04536,0.19471,4.05314,-1.01420,-2.02657,-0.50710,-0.04464,0.13702,0.00000,0
-0.03962,0.14957,0.67918,-0.01003,0.04536,0.19471,4.05314,-1.01420,-2.02657,-0.50710,-0.02538,0.23581,0.00000,0
-0.03962,0.14957,0.67918,-0.01003,0.04536,0.19471,4.05314,-1.01420,-2.02657,-0.50710,-0.03056,0.20880,0.00000,0
-0.03990,0.15037,0.68260,-0.00926,0.02682,0.11577,3.51111,-0.99587,-1.75556,-0.49794,-0.02104,0.17834,0.00000,0
-0.03990,0.15037,0.68260,-0.00926,0.02682,0.11577,3.51111,-0.99587,-1.75556,-0.49794,-0.04787,0.18783,0.00000,0
-0.03990,0.15037,0.68260,-0.00926,0.02682,0.11577,3.51111,-0.99587,-1.75556,-0.49794,0.00747,0.14828,0.00000,0
-0.03990,0.15037,0.68260,-0.00926,0.02682,0.11577,3.51111,-0.99587,-1.75556,-0.49794,0.01533,0.10499,0.00000,0
-0.03990,0.15037,0.68260,-0.00926,0.02682,0.11577,3.51111,-0.99587,-1.75556,-0.49794,0.01474,0.07149,0.00000,0
-0.04008,0.15088,0.68493,-0.00494,0.01393,0.06295,3.13377,-0.86952,-1.56688,-0.43476,-0.01747,0.05443,0.00000,0
-0.04008,0.15088,0.68493,-0.00494,0.01393,0.06295,3.13377,-0.86952,-1.56688,-0.43476,0.03077,0.13269,0.00000,0
-0.04008,0.15088,0.68493,-0.00494,0.01393,0.06295,3.13377,-0.86952,-1.56688,-0.43476,-0.00038,0.17427,0.00000,0
-0.04008,0.15088,0.68493,-0.00494,0.01393,0.06295,3.13377,-0.86952,-1.56688,-0.43476,-0.05065,0.20720,0.00000,0
-0.04024,0.15154,0.68750,-0.00555,0.02240,0.08760,3.39971,-0.89094,-1.69985,-0.44547,-0.01960,0.08128,0.00000,0
-0.04024,0.15154,0.68750,-0.00555,0.02240,0.08760,3.39971,-0.89094,-1.69985,-0.44547,-0.01447,0.03801,0.00000,0
-0.04024,0.15154,0.68750,-0.00555,0.02240,0.08760,3.39971,-0.89094,-1.69985,-0.44547,0.02157,0.09219,0.00000,0
-0.04024,0.15154,0.68750,-0.00555,0.02240,0.08760,3.39971,-0.89094,-1.69985,-0.44547,-0.04114,0.08214,0.00000,0
-0.04024,0.15154,0.68750,-0.00555,0.02240,0.08760,3.39971,-0.89094,-1.69985,-0.44547,0.02910,0.11711,0.00000,0
-0.04011,0.15179,0.68937,0.00374,0.00686,0.05105,2.93814,-0.60970,-1.46907,-0.30485,0.08650,0.08455,0.00000,0
-0.04011,0.15179,0.68937,0.00374,0.00686,0.05105,2.93814,-0.60970,-1.46907,-0.30485,0.14646,0.11456,0.00000,0
-0.04011,0.15179,0.68937,0.00374,0.00686,0.05105,2.93814,-0.60970,-1.46907,-0.30485,0.17727,0.06165,0.00000,0
-0.04011,0.15179,0.68937,0.00374,0.00686,0.05105,2.93814,-0.60970,-1.46907,-0.30485,0.14177,0.11033,0.00000,0
-0.04004,0.15191,0.69026,0.00243,0.00420,0.03025,2.86055,-0.64765,-1.43027,-0.32383,0.18435,0.13858,0.00000,0
-0.04004,0.15191,0.69026,0.00243,0.00420,0.03025,2.86055,-0.64765,-1.43027,-0.32383,0.15304,0.19731,0.00000,0
-0.04004,0.15191,0.69026,0.00243,0.00420,0.03025,2.86055,-0.64765,-1.43027,-0.32383,0.12816,0.23936,0.00000,0
-0.04004,0.15191,0.69026,0.00243,0.00420,0.03025,2.86055,-0.64765,-1.43027,-0.32383,0.08756,0.30482,0.00000,0
-0.03974,0.15145,0.68815,0.00991,-0.01556,-0.07149,2.25951,-0.41801,-1.12975,-0.20900,0.10899,0.28267,0.00000,0
-0.03974,0.15145,0.68815,0.00991,-0.01556,-0.07149,2.25951,-0.41801,-1.12975,-0.20900,0.10028,0.23064,0.00000,0
-0.03974,0.15145,0.68815,0.00991,-0.01556,-0.07149,2.25951,-0.41801,-1.12975,-0.20900,0.05812,0.29190,0.00000,0
-0.03974,0.15145,0.68815,0.00991,-0.01556,-0.07149,2.25951,-0.41801,-1.12975,-0.20900,0.06744,0.27017,0.00000,0
-0.03974,0.15145,0.68815,0.00991,-0.01556,-0.07149,2.25951,-0.41801,-1.12975,-0.20900,0.09206,0.26722,0.00000,0
-0.03967,0.15158,0.68907,0.00200,0.00352,0.02490,2.83401,-0.65393,-1.41700,-0.32696,0.17445,0.24375,0.00000,0
-0.03967,0.15158,0.68907,0.00200,0.00352,0.02490,2.83401,-0.65393,-1.41700,-0.32696,0.20870,0.18107,0.00000,0
-0.03967,0.15158,0.68907,0.00200,0.00352,0.02490,2.83401,-0.65393,-1.41700,-0.32696,0.23348,0.25316,0.00000,0
-0.03967,0.15158,0.68907,0.00200,0.00352,0.02490,2.83401,-0.65393,-1.41700,-0.32696,0.19565,0.24275,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.25555,0.27350,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.26434,0.20310,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.30354,0.20557,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.30531,0.18391,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.33365,0.21304,0.00000,0
-0.03963,0.15166,0.68962,0.00152,0.00267,0.01892,2.81011,-0.66756,-1.40505,-0.33378,0.37810,0.24772,0.00000,0
-0.03947,0.15165,0.68924,0.00364,-0.00022,-0.00861,2.72322,-0.60116,-1.36161,-0.30058,0.38518,0.27935,0.00000,0
-0.03947,0.15165,0.68924,0.00364,-0.00022,-0.00861,2.72322,-0.60116,-1.36161,-0.30058,0.44034,0.34310,0.00000,0
-0.03947,0.15165,0.68924,0.00364,-0.00022,-0.00861,2.72322,-0.60116,-1.36161,-0.30058,0.40033,0.30874,0.00000,0
-0.03937,0.15165,0.68901,0.00436,-0.00026,-0.01032,2.72183,-0.57775,-1.36091,-0.28887,0.36542,0.32083,0.00000,0
-0.03937,0.15165,0.68901,0.00436,-0.00026,-0.01032,2.72183,-0.57775,-1.36091,-0.28887,0.36650,0.39683,0.00000,0
-0.03937,0.15165,0.68901,0.00436,-0.00026,-0.01032,2.72183,-0.57775,-1.36091,-0.28887,0.42952,0.41976,0.00000,0
-0.03937,0.15165,0.68901,0.00436,-0.00026,-0.01032,2.72183,-0.57775,-1.36091,-0.28887,0.33560,0.32578,0.00000,0
-0.03937,0.15165,0.68901,0.00436,-0.00026,-0.01032,2.72183,-0.57775,-1.36091,-0.28887,0.38097,0.27526,0.00000,0
-0.03905,0.15140,0.68884,0.00871,-0.00664,-0.00461,2.52588,-0.44151,-1.26294,-0.22075,0.36257,0.32561,0.00000,0
-0.03905,0.15140,0.68884,0.00871,-0.00664,-0.00461,2.52588,-0.44151,-1.26294,-0.22075,0.37724,0.52394,0.00000,0
-0.03905,0.15140,0.68884,0.00871,-0.00664,-0.00461,2.52588,-0.44151,-1.26294,-0.22075,0.30926,0.49031,0.00000,0
-0.03905,0.15140,0.68884,0.00871,-0.00664,-0.00461,2.52588,-0.44151,-1.26294,-0.22075,0.26113,0.50614,0.00000,0
-0.03903,0.15136,0.68951,0.00060,-0.00153,0.02244,2.67856,-0.68436,-1.33928,-0.34218,0.32361,0.60785,0.00000,0
-0.03903,0.15136,0.68951,0.00060,-0.00153,0.02244,2.67856,-0.68436,-1.33928,-0.34218,0.39171,0.53455,0.00000,0
-0.03903,0.15136,0.68951,0.00060,-0.00153,0.02244,2.67856,-0.68436,-1.33928,-0.34218,0.37798,0.51681,0.00000,0
-0.03903,0.15136,0.68951,0.00060,-0.00153,0.02244,2.67856,-0.68436,-1.33928,-0.34218,0.36814,0.51706,0.00000,0
-0.03903,0.15136,0.68951,0.00060,-0.00153,0.02244,2.67856,-0.68436,-1.33928,-0.34218,0.41273,0.44473,0.00000,0
-0.03894,0.15089,0.68894,0.00253,-0.01275,-0.01566,2.33337,-0.62498,-1.16668,-0.31249,0.44302,0.54370,0.00000,0
-0.03894,0.15089,0.68894,0.00253,-0.01275,-0.01566,2.33337,-0.62498,-1.16668,-0.31249,0.46267,0.57479,0.00000,0
-0.03894,0.15089,0.68894,0.00253,-0.01275,-0.01566,2.33337,-0.62498,-1.16668,-0.31249,0.42802,0.63973,0.00000,0
-0.03894,0.15089,0.68894,0.00253,-0.01275,-0.01566,2.33337,-0.62498,-1.16668,-0.31249,0.44480,0.57683,0.00000,0
-0.03894,0.15089,0.68894,0.00253,-0.01275,-0.01566,2.33337,-0.62498,-1.16668,-0.31249,0.49179,0.45216,0.00000,0
-0.03871,0.15079,0.68995,0.00604,-0.00273,0.02756,2.63237,-0.51558,-1.31618,-0.25779,0.50849,0.64465,0.00000,0
-0.03871,0.15079,0.68995,0.00604,-0.00273,0.02756,2.63237,-0.51558,-1.31618,-0.25779,0.49598,0.62315,0.00000,0
-0.03871,0.15079,0.68995,0.00604,-0.00273,0.02756,2.63237,-0.51558,-1.31618,-0.25779,0.41775,0.59631,0.00000,0
-0.03871,0.15079,0.68995,0.00604,-0.00273,0.02756,2.63237,-0.51558,-1.31618,-0.25779,0.35077,0.56382,0.00000,0
-0.03850,0.15019,0.68870,0.00710,-0.02046,-0.04255,2.08949,-0.48001,-1.04474,-0.24000,0.48232,0.57090,0.00000,0
-0.03850,0.15019,0.68870,0.00710,-0.02046,-0.04255,2.08949,-0.48001,-1.04474,-0.24000,0.41952,0.68432,0.00000,0
-0.03850,0.15019,0.68870,0.00710,-0.02046,-0.04255,2.08949,-0.48001,-1.04474,-0.24000,0.41595,0.72266,0.00000,0
-0.03850,0.15019,0.68870,0.00710,-0.02046,-0.04255,2.08949,-0.48001,-1.04474,-0.24000,0.32805,0.60199,0.00000,0
-0.03850,0.15019,0.68870,0.00710,-0.02046,-0.04255,2.08949,-0.48001,-1.04474,-0.24000,0.36746,0.57069,0.00000,0
-0.03835,0.14987,0.68932,0.00418,-0.00862,0.01690,2.43914,-0.56484,-1.21957,-0.28242,0.35002,0.69279,0.00000,0
-0.03835,0.14987,0.68932,0.00418,-0.00862,0.01690,2.43914,-0.56484,-1.21957,-0.28242,0.38053,0.81911,0.00000,0
-0.03835,0.14987,0.68932,0.00418,-0.00862,0.01690,2.43914,-0.56484,-1.21957,-0.28242,0.34855,0.74027,0.00000,0
-0.03835,0.14987,0.68932,0.00418,-0.00862,0.01690,2.43914,-0.56484,-1.21957,-0.28242,0.34179,0.66422,0.00000,0
-0.03826,0.14940,0.68970,0.00313,-0.01580,0.01274,2.21535,-0.59466,-1.10767,-0.29733,0.28763,0.80847,0.00000,0
-0.03826,0.14940,0.68970,0.00313,-0.01580,0.01274,2.21535,-0.59466,-1.10767,-0.29733,0.23395,0.93582,0.00000,0
-0.03826,0.14940,0.68970,0.00313,-0.01580,0.01274,2.21535,-0.59466,-1.10767,-0.29733,0.27360,0.91805,0.00000,0
-0.03826,0.14940,0.68970,0.00313,-0.01580,0.01274,2.21535,-0.59466,-1.10767,-0.29733,0.26751,0.81408,0.00000,0
-0.03820,0.14912,0.68992,0.00189,-0.00951,0.00767,2.39886,-0.63105,-1.19943,-0.31553,0.32476,0.73195,0.00000,0
-0.03820,0.14912,0.68992,0.00189,-0.00951,0.00767,2.39886,-0.63105,-1.19943,-0.31553,0.30532,0.66306,0.00000,0
-0.03820,0.14912,0.68992,0.00189,-0.00951,0.00767,2.39886,-0.63105,-1.19943,-0.31553,0.30300,0.77162,0.00000,0
-0.03820,0.14912,0.68992,0.00189,-0.00951,0.00767,2.39886,-0.63105,-1.19943,-0.31553,0.23785,0.85543,0.00000,0
-0.03820,0.14912,0.68992,0.00189,-0.00951,0.00767,2.39886,-0.63105,-1.19943,-0.31553,0.24548,0.88969,0.00000,0
-0.03760,0.14753,0.68733,0.01641,-0.04351,-0.07072,1.35024,-0.18439,-0.67512,-0.09220,0.24927,0.91708,0.00000,0
-0.03760,0.14753,0.68733,0.01641,-0.04351,-0.07072,1.35024,-0.18439,-0.67512,-0.09220,0.21624,0.86367,0.00000,0
-0.03760,0.14753,0.68733,0.01641,-0.04351,-0.07072,1.35024,-0.18439,-0.67512,-0.09220,0.17518,0.80167,0.00000,0
-0.03760,0.14753,0.68733,0.01641,-0.04351,-0.07072,1.35024,-0.18439,-0.67512,-0.09220,0.07316,0.83729,0.00000,0
-0.03732,0.14671,0.68777,0.00946,-0.02758,0.01495,1.81351,-0.38784,-0.90675,-0.19392,0.10737,0.89248,0.00000,0
-0.03732,0.14671,0.68777,0.00946,-0.02758,0.01495,1.81351,-0.38784,-0.90675,-0.19392,0.07601,1.01022,0.00000,0
-0.03732,0.14671,0.68777,0.00946,-0.02758,0.01495,1.81351,-0.38784,-0.90675,-0.19392,0.02016,1.07759,0.00000,0
-0.03732,0.14671,0.68777,0.00946,-0.02758,0.01495,1.81351,-0.38784,-0.90675,-0.19392,-0.02063,1.01557,0.00000,0
-0.03732,0.14671,0.68777,0.00946,-0.02758,0.01495,1.81351,-0.38784,-0.90675,-0.19392,0.02266,0.98225,0.00000,0
-0.03687,0.14554,0.68668,0.01215,-0.03188,-0.02968,1.66334,-0.29925,-0.83167,-0.14963,0.01182,0.93643,0.00000,0
-0.03687,0.14554,0.68668,0.01215,-0.03188,-0.02968,1.66334,-0.29925,-0.83167,-0.14963,0.03158,0.92118,0.00000,0
-0.03687,0.14554,0.68668,0.01215,-0.03188,-0.02968,1.66334,-0.29925,-0.83167,-0.14963,0.00582,0.98964,0.00000,0
-0.03687,0.14554,0.68668,0.01215,-0.03188,-0.02968,1.66334,-0.29925,-0.83167,-0.14963,0.00146,0.98375,0.00000,0
-0.03648,0.14488,0.68764,0.01335,-0.02221,0.03255,1.94169,-0.25607,-0.97084,-0.12804,0.03512,0.80522,0.00000,0
-0.03648,0.14488,0.68764,0.01335,-0.02221,0.03255,1.94169,-0.25607,-0.97084,-0.12804,0.07293,0.71150,0.00000,0
-0.03648,0.14488,0.68764,0.01335,-0.02221,0.03255,1.94169,-0.25607,-0.97084,-0.12804,0.10235,0.67269,0.00000,0
-0.03648,0.14488,0.68764,0.01335,-0.02221,0.03255,1.94169,-0.25607,-0.97084,-0.12804,0.04869,0.65534,0.00000,0
-0.03648,0.14488,0.68764,0.01335,-0.02221,0.03255,1.94169,-0.25607,-0.97084,-0.12804,-0.03998,0.60593,0.00000,0
-0.03636,0.14460,0.68878,0.00372,-0.00863,0.03457,2.34380,-0.54269,-1.17190,-0.27135,0.03119,0.53145,0.00000,0
-0.03636,0.14460,0.68878,0.00372,-0.00863,0.03457,2.34380,-0.54269,-1.17190,-0.27135,0.10159,0.54774,0.00000,0
-0.03636,0.14460,0.68878,0.00372,-0.00863,0.03457,2.34380,-0.54269,-1.17190,-0.27135,0.11886,0.58445,0.00000,0
-0.03636,0.14460,0.68878,0.00372,-0.00863,0.03457,2.34380,-0.54269,-1.17190,-0.27135,0.16213,0.47633,0.00000,0
-0.03589,0.14404,0.68891,0.01575,-0.01888,0.00419,2.02641,-0.17359,-1.01321,-0.08680,0.12666,0.51749,0.00000,0
-0.03589,0.14404,0.68891,0.01575,-0.01888,0.00419,2.02641,-0.17359,-1.01321,-0.08680,0.13815,0.47227,0.00000,0
-0.03589,0.14404,0.68891,0.01575,-0.01888,0.00419,2.02641,-0.17359,-1.01321,-0.08680,0.17387,0.50043,0.00000,0
-0.03589,0.14404,0.68891,0.01575,-0.01888,0.00419,2.02641,-0.17359,-1.01321,-0.08680,0.16994,0.43648,0.00000,0
-0.03589,0.14404,0.68891,0.01575,-0.01888,0.00419,2.02641,-0.17359,-1.01321,-0.08680,0.14954,0.35236,0.00000,0
-0.03548,0.14357,0.68896,0.01124,-0.01281,0.00139,2.19983,-0.30130,-1.09991,-0.15065,0.18870,0.27825,0.00000,0
-0.03548,0.14357,0.68896,0.01124,-0.01281,0.00139,2.19983,-0.30130,-1.09991,-0.15065,0.24461,0.37400,0.00000,0
-0.03548,0.14357,0.68896,0.01124,-0.01281,0.00139,2.19983,-0.30130,-1.09991,-0.15065,0.23103,0.48946,0.00000,0
-0.03548,0.14357,0.68896,0.01124,-0.01281,0.00139,2.19983,-0.30130,-1.09991,-0.15065,0.20963,0.55893,0.00000,0
-0.03513,0.14346,0.69087,0.01179,-0.00353,0.06534,2.47633,-0.27858,-1.23816,-0.13929,0.15895,0.51489,0.00000,0
-0.03513,0.14346,0.69087,0.01179,-0.00353,0.06534,2.47633,-0.27858,-1.23816,-0.13929,0.15025,0.41812,0.00000,0
-0.03513,0.14346,0.69087,0.01179,-0.00353,0.06534,2.47633,-0.27858,-1.23816,-0.13929,0.17398,0.44433,0.00000,0
-0.03513,0.14346,0.69087,0.01179,-0.00353,0.06534,2.47633,-0.27858,-1.23816,-0.13929,0.21577,0.42912,0.00000,0
-0.03513,0.14346,0.69087,0.01179,-0.00353,0.06534,2.47633,-0.27858,-1.23816,-0.13929,0.24297,0.37292,0.00000,0
-0.03479,0.14264,0.68981,0.00931,-0.02247,-0.02902,1.89345,-0.34673,-0.94672,-0.17337,0.22767,0.24791,0.00000,0
-0.03479,0.14264,0.68981,0.00931,-0.02247,-0.02902,1.89345,-0.34673,-0.94672,-0.17337,0.22878,0.29410,0.00000,0
-0.03479,0.14264,0.68981,0.00931,-0.02247,-0.02902,1.89345,-0.34673,-0.94672,-0.17337,0.25793,0.34560,0.00000,0
-0.03479,0.14264,0.68981,0.00931,-0.02247,-0.02902,1.89345,-0.34673,-0.94672,-0.17337,0.27161,0.45866,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.22557,0.49025,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.24629,0.37468,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.26125,0.42552,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.26494,0.49259,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.32458,0.47654,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.27046,0.39807,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.30242,0.27726,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.35173,0.26645,0.00000,0
-0.03462,0.14202,0.69004,0.00581,-0.02093,0.00788,1.92851,-0.44864,-0.96425,-0.22432,0.40986,0.28581,0.00000,0
-0.03413,0.14160,0.69011,0.00739,-0.00637,0.00101,2.35771,-0.39263,-1.17885,-0.19631,0.44969,0.32743,0.00000,0
-0.03413,0.14160,0.69011,0.00739,-0.00637,0.00101,2.35771,-0.39263,-1.17885,-0.19631,0.48112,0.37723,0.00000,0
-0.03413,0.14160,0.69011,0.00739,-0.00637,0.00101,2.35771,-0.39263,-1.17885,-0.19631,0.48148,0.39350,0.00000,0
-0.03413,0.14160,0.69011,0.00739,-0.00637,0.00101,2.35771,-0.39263,-1.17885,-0.19631,0.49681,0.39275,0.00000,0
-0.03413,0.14160,0.69011,0.00739,-0.00637,0.00101,2.35771,-0.39263,-1.17885,-0.19631,0.53168,0.33597,0.00000,0
-0.03361,0.14126,0.69132,0.01423,-0.00924,0.03310,2.26552,-0.17802,-1.13276,-0.08901,0.44627,0.28459,0.00000,0
-0.03361,0.14126,0.69132,0.01423,-0.00924,0.03310,2.26552,-0.17802,-1.13276,-0.08901,0.40809,0.20822,0.00000,0
-0.03361,0.14126,0.69132,0.01423,-0.00924,0.03310,2.26552,-0.17802,-1.13276,-0.08901,0.34067,0.21738,0.00000,0
-0.03361,0.14126,0.69132,0.01423,-0.00924,0.03310,2.26552,-0.17802,-1.13276,-0.08901,0.33717,0.25910,0.00000,0
-0.03330,0.14106,0.69204,0.01062,-0.00690,0.02471,2.33219,-0.28070,-1.16609,-0.14035,0.35581,0.23523,0.00000,0
-0.03330,0.14106,0.69204,0.01062,-0.00690,0.02471,2.33219,-0.28070,-1.16609,-0.14035,0.24612,0.28259,0.00000,0
-0.03330,0.14106,0.69204,0.01062,-0.00690,0.02471,2.33219,-0.28070,-1.16609,-0.14035,0.22528,0.20500,0.00000,0
-0.03330,0.14106,0.69204,0.01062,-0.00690,0.02471,2.33219,-0.28070,-1.16609,-0.14035,0.17233,0.18796,0.00000,0
-0.03330,0.14106,0.69204,0.01062,-0.00690,0.02471,2.33219,-0.28070,-1.16609,-0.14035,0.16998,0.13889,0.00000,0
-0.03267,0.14047,0.69051,0.01696,-0.01598,-0.04172,2.04898,-0.07920,-1.02449,-0.03960,0.19112,0.21516,0.00000,0
-0.03267,0.14047,0.69051,0.01696,-0.01598,-0.04172,2.04898,-0.07920,-1.02449,-0.03960,0.12166,0.31650,0.00000,0
-0.03267,0.14047,0.69051,0.01696,-0.01598,-0.04172,2.04898,-0.07920,-1.02449,-0.03960,0.13131,0.23915,0.00000,0
-0.03267,0.14047,0.69051,0.01696,-0.01598,-0.04172,2.04898,-0.07920,-1.02449,-0.03960,0.20274,0.16905,0.00000,0
-0.03213,0.14023,0.69021,0.01844,-0.00815,-0.01016,2.27953,-0.02504,-1.13976,-0.01252,0.23580,0.27354,0.00000,0
-0.03213,0.14023,0.69021,0.01844,-0.00815,-0.01016,2.27953,-0.02504,-1.13976,-0.01252,0.24473,0.27323,0.00000,0
-0.03213,0.14023,0.69021,0.01844,-0.00815,-0.01016,2.27953,-0.02504,-1.13976,-0.01252,0.18274,0.34980,0.00000,0
-0.03213,0.14023,0.69021,0.01844,-0.00815,-0.01016,2.27953,-0.02504,-1.13976,-0.01252,0.08995,0.38818,0.00000,0
-0.03213,0.14023,0.69021,0.01844,-0.00815,-0.01016,2.27953,-0.02504,-1.13976,-0.01252,0.11030,0.37658,0.00000,0
-0.03158,0.13975,0.68999,0.01482,-0.01303,-0.00591,2.12469,-0.12381,-1.06234,-0.06190,0.08241,0.53174,0.00000,0
-0.03158,0.13975,0.68999,0.01482,-0.01303,-0.00591,2.12469,-0.12381,-1.06234,-0.06190,0.10366,0.56168,0.00000,0
-0.03158,0.13975,0.68999,0.01482,-0.01303,-0.00591,2.12469,-0.12381,-1.06234,-0.06190,0.08657,0.46268,0.00000,0
-0.03158,0.13975,0.68999,0.01482,-0.01303,-0.00591,2.12469,-0.12381,-1.06234,-0.06190,0.08016,0.44476,0.00000,0
-0.03097,0.13935,0.68963,0.02098,-0.01368,-0.01237,2.09791,0.07189,-1.04895,0.03594,0.14144,0.46285,0.00000,0
-0.03097,0.13935,0.68963,0.02098,-0.01368,-0.01237,2.09791,0.07189,-1.04895,0.03594,0.25931,0.40568,0.00000,0
